Title,Full Reference,Inclusion (Title),Inclusion (Abstract)
doubletake: fast and precise error detection via evidence-based dynamic analysis,"Liu T., Curtsinger C., Berger E.D., Doubletake: Fast and precise error detection via evidence-based dynamic analysis, Proceedings of the 38th International Conference on Software Engineering, ICSE 2016, pp. 911-922, (2016)",Include,Exclude
cross-platform binary code similarity detection based on nmt and graph embedding,"Zhu X., Jiang L., Chen Z., Cross-platform binary code similarity detection based on nmt and graph embedding, Mathematical Biosciences and Engineering, 18, 5, pp. 4528-4551, (2021)",Exclude,""
improving vulnerability remediation through better exploit prediction[j],"Jacobs J., Romanosky S., Adjerid I., Baker W., Improving vulnerability remediation through better exploit prediction[J], J. Cybersecur., 6, 1, (2020)",Exclude,""
devign: effective vulnerability identification by learning comprehensive program semantics via graph neural networks. proceedings of the 33rd international conference on neural information processing systems,"Zhou Y., Liu S., Siow J., Du X., Liu Y., Devign: Effective vulnerability identification by learning comprehensive program semantics via graph neural networks. Proceedings of the 33rd International Conference on Neural Information Processing Systems, vol. 32",Include,Exclude (Duplicate)
kernels for structured data,"",Exclude,""
experimentation in software engineering,"Wohlin C., Runeson P., Host M., Ohlsson M. C., Regnell B., Wesslen A., Experimentation in software engineering, (2012)",Exclude,""
a practical guide for using statistical tests to assess randomized algorithms in software engineering,"Arcuri A., Briand L., A practical guide for using statistical tests to assess randomized algorithms in software engineering, Proc. 33rd Int. Conf. Softw. Eng., pp. 1-10, (2011)",Exclude,""
a comparative analysis of the efficiency of change metrics and static code attributes for defect prediction,"Moser R., Pedrycz W., Succi G., A comparative analysis of the efficiency of change metrics and static code attributes for defect prediction, Proceedings of the 30th international conference on Software engineering, pp. 181-190, (2008)",Exclude,""
coset: a benchmark for evaluating neural program embeddings,"Wang K., Christodorescu M., COSET: A Benchmark for Evaluating Neural Program Embeddings, (2019)",Exclude,""
understanding and monitoring embedded web scripts,"Zhou Y., Evans D., Understanding and monitoring embedded web scripts, 2015 IEEE Symposium on Security and Privacy, pp. 850-865, (2015)",Exclude,""
improving vulnerability inspection efficiency using active learning,"Yu Z., Theisen C., Williams L., Menzies T., Improving vulnerability inspection efficiency using active learning, IEEE Trans. Softw. Eng., (2019)",Exclude,""
experimental evaluation of train and test split strategies in link prediction,"de Bruin G., Veenman C., van den Herik H., Takes F., Experimental evaluation of train and test split strategies in link prediction, Complex Networks & their Applications IX - Volume 2, Proceedings of the Ninth International Conference on Complex Networks and their Applications, COMPLEX NETWORKS 2020, 1-3 December 2020, Madrid, Spain, Studies in Computational Intelligence, 944, pp. 79-91, (2020)",Exclude,""
elementrank: ranking java software classes and packages using a multilayer complex network-based approach,"Pan W., Ming H., Chang C.K., Yang Z., Kim D., ElementRank: Ranking Java software classes and packages using a multilayer complex network-based approach, IEEE Trans. Softw. Eng., 47, 10, pp. 2272-2295, (2021)",Include,Include
user-guided program reasoning using bayesian inference,"Raghothaman M., Kulkarni S., Heo K., Naik M., User-guided program reasoning using bayesian inference, : Proceedings of the 39Th ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI 2018)., pp. 722-735, (2018)",Exclude,""
improving stack overflow question title generation with copying enhanced codebert model and bi-modal information,"Zhang F., Yu X., Keung J., Li F., Xie Z., Yang Z., Ma C., Zhang Z., Improving Stack Overflow question title generation with copying enhanced CodeBERT model and bi-modal information, Inf. Softw. Technol., 148, (2022)",Exclude,""
1600 faults in 100 projects: automatically finding faults while achieving high coverage with evosuite,"Fraser G., Arcuri A., 1600 Faults in 100 Projects: Automatically Finding Faults While Achieving High Coverage with EvoSuite, Empirical Softw. Engg., 20, 3, pp. 611-639, (2015)",Exclude,""
named entity recognition as dependency parsing,"Yu J., Bohnet B., Poesio M., Named entity recognition as dependency parsing, Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pp. 6470-6476, (2020)",Exclude,""
misim: an end-to-end neural code similarity system,"Ye F., Zhou S., Venkat A., Marcus R., Tatbul N., Jahan Tithi J., Petersen P., Mattson T.G., Kraska T., Dubey P., Sarkar V., Gottschlich J., MISIM: An end-to-end neural code similarity system, CoRR, (2020)",Include,Exclude (Pre-print)
sequence to sequence learning with neural networks,"Sutskever I., Vinyals O., Le Q.V., Sequence to sequence learning with neural networks, Proceedings of the 27th international conference on neural information processing systems, 2, pp. 3104-3112, (2014)",Exclude,""
detecting and removing web application vulnerabilities with static analysis and data mining,"Medeiros I., Neves N., Correia M., Detecting and removing web application vulnerabilities with static analysis and data mining, IEEE Trans. Reliab, 65, pp. 54-69, (2015)",Exclude,""
adaptive subgradient methods for online learning and stochastic optimization,"Duchi J., Hazan E., Singer Y., Adaptive subgradient methods for online learning and stochastic optimization, J Mach Learn Res, 12, pp. 2121-2159, (2011)",Exclude,""
an extended benchmark system of word embedding methods for vulnerability detection,"Nguyen N.H., Nguyen V.H., Uehara T., An extended benchmark system of word embedding methods for vulnerability detection, Proc. 4th Int. Conf. Future Netw. Distrib. Syst. (ICFNDS), pp. 1-8, (2020)",Exclude,""
a novel deep-learning-based bug severity classification technique using convolutional neural networks and random forest with boosting[j],"Kukkar A., Mohana R., Nayyar A., Et al., A novel deep-learning-based bug severity classification technique using convolutional neural networks and random forest with boosting[J], Sensors, 19, 13, (2019)",Exclude,""
as per the paper open vocabulary learning on source code with a graph-structured cache,As per the Paper Open Vocabulary Learning on Source Code with a Graph-Structured Cache,Include,Exclude
facoy: a code-to-code search engine,"Kim K., Kim D., Bissyande T.F., Choi E., Li L., Klein J., Le Traon Y., FaCoY: A code-To-code search engine, Proceedings of the 40th International Conference on Software Engineering, ICSE 2018, pp. 946-957, (2018)",Exclude,""
towards using visual,"Mi Q., Hao Y., Ou L., Ma W., Towards using visual, semantic and structural features to improve code readability classification, J Syst Softw, 193, (2022)",Include,Include
noise-contrastive estimation of unnormalized statistical models,"Gutmann M.U., Hyvarinen A., Noise-contrastive estimation of unnormalized statistical models, with applications to natural image statistics, J. Mach. Learn. Res., 13, 2, (2012)",Exclude,""
combining program analysis and statistical language model for code statement completion,"Nguyen S., Nguyen T., Li Y., Wang S., Combining program analysis and statistical language model for code statement completion, 2019 34th IEEE/ACM International Conference on Automated Software Engineering (ASE). IEEE, pp. 710-721, (2019)",Exclude,""
neural factorization machines for sparse predictive analytics,"He X., Chua T., Neural factorization machines for sparse predictive analytics, Proceedings of the 40th International, (2017)",Exclude,""
text summarization method based on double attention pointer network,"Li Z., Peng Z., Tang S., Zhang C., Ma H., Text summarization method based on double attention pointer network, IEEE Access, 8, pp. 11279-11288, (2020)",Exclude,""
under-constrained symbolic execution: correctness checking for real code,"Ramos D.A., Engler D., Under-constrained symbolic execution: Correctness checking for real code, Proc. 24th Usenix Secur. Symp. (USENIX Secur.), pp. 49-64, (2015)",Exclude,""
empirical comparison of three metrics suites for fault prediction in packages of object-oriented systems: a case study of eclipse,"Elish M.O., Al-Yafei A.H., Al-Mulhem M., Empirical comparison of three metrics suites for fault prediction in packages of object-oriented systems: A case study of Eclipse, Adv. Eng. Softw., 42, 10, pp. 852-859, (2011)",Exclude,""
investigating instability architectural smells evolution: an exploratory case study,"Sas D., Avgeriou P., Fontana F.A., Investigating instability architectural smells evolution: an exploratory case study, 2019 IEEE International Conference on software maintenance and evolution (ICSME), pp. 557-567, (2019)",Exclude,""
automated software transplantation,"Barr E.T., Harman M., Jia Y., Marginean A., Petke J., Automated software transplantation, International Symposium on Software Testing and Analysis (ISSTA), (2015)",Exclude,""
learning deep architectures for ai,"Bengio Y., Et al., Learning deep architectures for ai, Foundations and Trends in Machine Learning, 2, 1, pp. 1-127, (2009)",Exclude,""
an industrial evaluation of unit test generation: finding real faults in a financial application,"Almasi M.M., Hemmati H., Fraser G., Arcuri A., Benefelds J., An Industrial Evaluation of Unit Test Generation: Finding Real Faults in a Financial Application, 2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering in Practice Track (ICSE-SEIP), pp. 263-272, (2017)",Exclude,""
a learning rule for asynchronous perceptrons with feedback in a combinatorial environment,"Almeida L.B., A learning rule for asynchronous perceptrons with feedback in a combinatorial environment, Artificial Neural Networks: Concept Learning, pp. 102-111, (1990)",Exclude,""
reproduction package for msr double-blind review.,"Reproduction Package for MSR Double-blind Review., (2022)",Exclude,""
supporting continuous integration by code-churn based test selection,"Knauss E., Staron M., Meding W., Soder O., Nilsson A., Castell M., Supporting continuous integration by code-churn based test selection, 2015 IEEE/ACM 2Nd International Workshop on Rapid Continuous Software Engineering, pp. 19-25, (2015)",Exclude,""
on applying machine learning techniques for design pattern detection,"Zanoni M., Fontana F.A., Stella F., On applying machine learning techniques for design pattern detection, J. Syst. Softw., 103, pp. 102-117, (2015)",Include,Include
identifying vulnerable github repositories and users in scientific cyberinfrastructure: an unsupervised graph embedding approach,"Lazarine B., Samtani S., Patton M., Zhu H., Ullman S., Ampel B., Chen H., Identifying Vulnerable Github Repositories And Users In Scientific Cyberinfrastructure: An Unsupervised Graph Embedding Approach, 2020 IEEE International Conference on Intelligence and Security Informatics (ISI), pp. 1-6, (2020)",Include,Include
